商品ID,商品規格ID,親規格分類ID,規格分類ID,親規格分類名,規格分類名,メーカーID,メーカー名,商品名,表示ステータス(公開・非公開),メーカーURL(コメント1),コメント2,検索ワード(コメント3),コメント4,コメント5,コメント6,備考欄(SHOP専用),一覧-メインコメント,一覧-メイン画像,詳細-メインコメント,詳細-メイン画像,詳細-メイン拡大画像,詳細-サブタイトル(1),詳細-サブコメント(1),詳細-サブ画像(1),詳細-サブ拡大画像(1),詳細-サブタイトル(2),詳細-サブコメント(2),詳細-サブ画像(2),詳細-サブ拡大画像(2),詳細-サブタイトル(3),詳細-サブコメント(3),詳細-サブ画像(3),詳細-サブ拡大画像(3),詳細-サブタイトル(4),詳細-サブコメント(4),詳細-サブ画像(4),詳細-サブ拡大画像(4),詳細-サブタイトル(5),詳細-サブコメント(5),詳細-サブ画像(5),詳細-サブ拡大画像(5),発送日目安ID,削除フラグ,商品種別ID,商品コード,在庫数,在庫無制限フラグ,販売制限数,通常価格,販売価格,送料,ポイント付与率,ダウンロードファイル名,ダウンロード実ファイル,関連商品ID(1),関連商品コメント(1),関連商品ID(2),関連商品コメント(2),関連商品ID(3),関連商品コメント(3),関連商品ID(4),関連商品コメント(4),関連商品ID(5),関連商品コメント(5),関連商品ID(6),関連商品コメント(6),商品ステータス,商品ステータス名,カテゴリID,カテゴリ名

471,1484,0,0,,,,,不織布カーカバー普通車用　青 3.7×6.8 1枚,1,,,"刷毛,養生,建築現場,養生カバー,カーカバー,車,不繊維,普通車,青,ブルー,カバー,激安,安い",,,,,カラー/青、サイズ/3.7×6.8、単位/1枚、普通車用,C-1.jpg,"建築現場やその他の工事現場での養生作業。車を野外に保管するときなど、ワンタッチでカバーがぢ来ます。又、繰り返し使用出来ます。通気性のある素材を使用しているので防水性はありません。



カラー:青

サイズ:3.7×6.8

単位:1枚

普通車用",C-1.jpg,C-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,C - 01,,1,,,1200,,0,,,,,,,,,,,,,,,2,残りわずか,12,建築現場養生カバー

472,1485,0,0,,,,,不織布カーカバーワゴン車用　白 4.8×7.5 1枚,1,,,"刷毛,養生,建築現場,養生カバー,カーカバー,車,不繊維,ワゴン車,白,激安,安い",,,,,カラー/白、サイズ/4.8×7.5、単位/1枚、ワゴン車用,C-2.jpg,"建築現場やその他の工事現場での養生作業。車を野外に保管するときなど、ワンタッチでカバーがぢ来ます。又、繰り返し使用出来ます。通気性のある素材を使用しているので防水性はありません。



カラー:白

サイズ:4.8×7.5

単位:1枚

ワゴン車用",C-2.jpg,C-2_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,C - 02,,1,,,1300,,0,,,,,,,,,,,,,,,2,残りわずか,12,建築現場養生カバー

473,1486,0,0,,,,,エアコン室外機カバー 860×320×700 1枚,1,,,"刷毛,養生,建築現場,養生カバー,エアコン,室外機,カバー,メッシュ素材,激安,安い",,,,,サイズ/860×320×700、単位/1枚、エアコン室外機カバー,C-3.jpg,"お客様の室外機を汚すことなく作業が可能繰り返し使用できて、経済的です。メッシュ素材でエアコン使用時も室外機に負担をかけません。



サイズ:860×320×700

単位:1枚

エアコン室外機カバー",C-3.jpg,C-3_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,C - 03,,1,,,550,,0,,,,,,,,,,,,,,,2,残りわずか,12,建築現場養生カバー

474,1487,0,0,,,,,らくらくカット(両面コロナ) 0.01×1800×200 1本,1,,,"刷毛,養生,ポリシート,らくらくカット,両面コロナ,0.01×1800×200,内外装,激安,安い",,,,,カラー/半透明、サイズ0.01×1800×200、単位/1本・5本、両面コロナ,,"ビルや戸建住宅の内外装などの大型養生に最適のポリシート。



カラー:半透明

サイズ:0.01×1800×200

単位:1本・5本

両面コロナ",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 01,,1,,,1600,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

475,1488,0,0,,,,,らくらくカット(両面コロナ) 0.01×1800×200 5本,1,,,"刷毛,養生,ポリシート,らくらくカット,両面コロナ,0.01×1800×200,内外装,激安,安い",,,,,カラー/半透明、サイズ0.01×1800×200、単位/1本・5本、両面コロナ,,"ビルや戸建住宅の内外装などの大型養生に最適のポリシート。



カラー:半透明

サイズ:0.01×1800×200

単位:1本・5本

両面コロナ",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 02,,1,,,6500,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

476,1489,0,0,,,,,らくらくカット(片面コロナ) 0.01×1800W×100 1本,1,,,"刷毛,養生,ポリシート,らくらくカット,片面コロナ,0.01×1800W×100,内外装,激安,安い",,,,,カラー/半透明、サイズ/0.01×1800w×100、単位/1本・5本、片面コロナ,,"ビルや戸建住宅の内外装などの大型養生に最適のポリシート。



カラー:半透明

サイズ:0.01×1800w×100

単位:1本・5本

片面コロナ",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 03,,1,,,1600,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

477,1490,0,0,,,,,らくらくカット(片面コロナ) 0.01×1800W×100 5本,1,,,"刷毛,養生,ポリシート,らくらくカット,片面コロナ,0.01×1800W×100,内外装,激安,安い",,,,,カラー/半透明、サイズ/0.01×1800w×100、単位/1本・5本、片面コロナ,,"ビルや戸建住宅の内外装などの大型養生に最適のポリシート。



カラー:半透明

サイズ:0.01×1800w×100

単位:1本・5本

片面コロナ",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 04,,1,,,6500,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

478,1491,0,0,,,,,ポリシート0.02×1800×100 1本,1,,,"刷毛,養生,ポリシート,半透明,002×1800×100,半透明,激安,安い",,,,,カラー/半透明、サイズ/0.02×1800×100、単位/1本・5本,,"ビルや戸建住宅の内外装などの大型養生に最適のポリシート。



カラー:半透明

サイズ:0.02×1800×100

単位:1本・5本",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 05,,1,,,1750,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

479,1492,0,0,,,,,ポリシート0.02×1800×100 5本,1,,,"刷毛,養生,ポリシート,半透明,002×1800×100,半透明,激安,安い",,,,,カラー/半透明、サイズ/0.02×1800×100、単位/1本・5本,,"ビルや戸建住宅の内外装などの大型養生に最適のポリシート。



カラー:半透明

サイズ:0.02×1800×100

単位:1本・5本",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 06,,1,,,8000,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

480,1493,0,0,,,,,ポリシート0.02×1800W×100 1本,1,,,"刷毛,養生,ポリシート,半透明,0.02×1800W×100,激安,安い",,,,,カラー/半透明、サイズ/0.02×1800w×100、単位/1本・2本,,"



カラー:半透明

サイズ:0.02×1800w×100

単位:1本・2本",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 07,,1,,,3200,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

481,1494,0,0,,,,,ポリシート0.02×1800W×100 2本,1,,,"刷毛,養生,ポリシート,半透明,0.02×1800W×100,激安,安い",,,,,カラー/半透明、サイズ/0.02×1800w×100、単位/1本・2本,,"



カラー:半透明

サイズ:0.02×1800w×100

単位:1本・2本",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 08,,1,,,5600,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

482,1495,0,0,,,,,ノンスリップポリシート　OKグリーン 0.03×1800×100 1本,1,,,"刷毛,養生,ノンスリップ,ポリシート,グリーン,0.03×1800×100,激安,安い",,,,,カラー/グリーン、サイズ/0.08×1800×100、単位/1本・5本,,"滑り止め加工を施したポリシート。



カラー:グリーン

サイズ:0.08×1800×100

単位:1本・5本",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 09,,1,,,2200,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

483,1496,0,0,,,,,ノンスリップポリシート　OKグリーン 0.03×1800×100 5本,1,,,"刷毛,養生,ノンスリップ,ポリシート,グリーン,0.03×1800×100,激安,安い",,,,,カラー/グリーン、サイズ/0.08×1800×100、単位/1本・5本,,"滑り止め加工を施したポリシート。



カラー:グリーン

サイズ:0.08×1800×100

単位:1本・5本",,,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 10,,1,,,9500,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

484,1497,0,0,,,,,ブルーシートロール軽量タイプ 900×100M 1本,1,,,"刷毛,養生,ブルーシート,ロール,軽量タイプ,900×100M,激安,安い",,,,,カラー/ブルー、サイズ/900×100M、単位/1本、軽量タイプ,D-11.jpg,"玄関床、家具、資材などに汚れや傷をつきにくくします。



カラー:ブルー

サイズ:900×100M

単位:1本

軽量タイプ",D-11.jpg,D-11_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 11,,1,,,2400,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

485,1498,0,0,,,,,ブルーシートロール軽量タイプ 1800×100M 1本,1,,,"刷毛,養生,ブルーシート,ロール,軽量タイプ,1800×100M,激安,安い",,,,,カラー/ブルー、サイズ/1800×100M、単位/1本、軽量タイプ,D-11.jpg,"玄関床、家具、資材などに汚れや傷をつきにくくします。



カラー:ブルー

サイズ:1800×100M

単位:1本

軽量タイプ",D-11.jpg,D-11_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,D - 12,,1,,,4000,,0,,,,,,,,,,,,,,,2,残りわずか,13,ポリシート・ブルーシート関連

486,1499,0,0,,,,,ブルーシート軽量タイプ3.6×5.4 ← 1枚,1,,,"刷毛,養生,ブルーシート,軽量タイプ,3.6×5.4,シート,激安,安い",,,,,カラー/ブルー、サイズ/3.6×5.4、単位/1枚、軽量タイプ,D-13.jpg,"防水性に優れ、軽いので取り扱いに便利です。



カラー:ブルー

サイズ:3.6×5.4

単位:1枚

軽量タイプ",D-13.jpg,D-13_l.jpg,,,,,,,,,,,,,,,,,,,,,,0,1,D - 13,,1,,,600,,0,,,,,,,,,,,,,,,,,13,ポリシート・ブルーシート関連

487,1500,0,0,,,,,富士トンボFDCディスク　5”　#14 125 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,5型,14ミリ,激安,安い",,,,,サイズ/125、単位/10枚、5型#14,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:125

単位:10枚

5型#14",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 01,,1,,,1280,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

488,1501,0,0,,,,,富士トンボFDCディスク　5”　#16 125 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,5型,16ミリ,激安,安い,研磨,耐久性,削る",,,,,サイズ/125、単位/10枚、5型#16,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:125

単位:10枚

5型#16",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 02,,1,,,1180,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

489,1502,0,0,,,,,富士トンボFDCディスク　5”　#24 125 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,5型,24ミリ,激安,安い,研磨,耐久性,削る",,,,,サイズ/125、単位/10枚、5型#24,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:125

単位:10枚

5型#24",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 03,,1,,,1090,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

490,1503,0,0,,,,,富士トンボFDCディスク　5”　#30 125 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,5型,30ミリ,激安,安い",,,,,サイズ/125、単位/10枚、5型#30,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:125

単位:10枚

5型#30",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 04,,1,,,1050,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

491,1504,0,0,,,,,富士トンボFDCディスク　5”　#36 125 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,5型,36ミリ,激安,安い,研磨,耐久性,削る",,,,,サイズ/125、単位/10枚、5型#36,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:125

単位:10枚

5型#36",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 05,,1,,,1050,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

492,1505,0,0,,,,,富士トンボFDCディスク　4”　#14 100 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,4型,14ミリ,激安,安い,研磨,耐久性,削る",,,,,サイズ/100、単位/10枚、4型#14,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:100

単位:10枚

4型#14",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 06,,1,,,900,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

493,1506,0,0,,,,,富士トンボFDCディスク　4”　#16 100 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,4型,16ミリ,激安,安い",,,,,サイズ/100、単位/10枚、4型#16,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ/100

単位/10枚

4型#16",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 07,,1,,,820,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

494,1507,0,0,,,,,富士トンボFDCディスク　4”　#24 100 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,4型,24ミリ,激安,安い,研磨,耐久性,削る",,,,,サイズ/100、単位/10枚、4型#24,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:100

単位:10枚

4型#24",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 08,,1,,,760,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

495,1508,0,0,,,,,富士トンボFDCディスク　4”　#30 100 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,4型,30ミリ,激安,安い",,,,,サイズ/100、単位/10枚、4型#30,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:100

単位:10枚

4型#30",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 09,,1,,,760,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

496,1509,0,0,,,,,富士トンボFDCディスク　4”　#36 100 10枚,1,,,"刷毛,養生,ケレン,富士トンボ,FDC,ディスク,4型,36ミリ,激安,安い,研磨,耐久性,削る",,,,,サイズ/100、単位/10枚、4型#36,E-1.jpg,"耐熱ファイバーを基材として使用したハードタイプ。耐久性に優れています。



サイズ:100

単位:10枚

4型#36",E-1.jpg,E-1_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 10,,1,,,760,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

497,1510,0,0,,,,,スーパーマジックオレンジ　100×160 100ミリ×160ミリ 12枚,1,,,"刷毛,養生,ケレン,スーパーマジックオレンジ,100×160,オレンジ,激安,安い,汚れ落とし,丈夫,こけ落とし汚れ落とし,足付け",,,,,カラー/オレンジ、サイズ/100ミリ×160ミリ、単位/12枚,E-11.jpg,"高耐水性・高耐油性、砂落ち軽減、型崩れしにくく、抜群の作業性で頑固なサビ・塗膜・水あか・コケを落とします。



鮮やかなオレンジ色で薄くらい場所でも視認性抜群です。



カラー:オレンジ

サイズ:100ミリ×160ミリ

単位:12枚",E-11.jpg,E-11_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 11,,1,,,3000,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

498,1511,0,0,,,,,スーパーマジックオレンジ　100×160 100ミリ×160ミリ 12枚,1,,,"刷毛,養生,ケレン,スーパーマジックオレンジ,100×160,オレンジ,激安,安い,汚れ落とし,丈夫,こけ落とし汚れ落とし,足付け",,,,,カラー/オレンジ、サイズ/100ミリ×160ミリ、単位/12枚,E-11.jpg,"高耐水性・高耐油性、砂落ち軽減、型崩れしにくく、抜群の作業性で頑固なサビ・塗膜・水あか・コケを落とします。



鮮やかなオレンジ色で薄くらい場所でも視認性抜群です。



カラー:オレンジ

サイズ:100ミリ×160ミリ

単位:12枚",E-11.jpg,E-11_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 12,,1,,,3000,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

499,1512,0,0,,,,,スーパーマジックオレンジ　100×160 100ミリ×160ミリ 12枚,1,,,"刷毛,養生,ケレン,スーパーマジックオレンジ,100×160,オレンジ,激安,安い,汚れ落とし,丈夫,こけ落とし汚れ落とし,足付け",,,,,カラー/オレンジ、サイズ/100ミリ×160ミリ、単位/12枚,E-11.jpg,"高耐水性・高耐油性、砂落ち軽減、型崩れしにくく、抜群の作業性で頑固なサビ・塗膜・水あか・コケを落とします。



鮮やかなオレンジ色で薄くらい場所でも視認性抜群です。



カラー:オレンジ

サイズ:100ミリ×160ミリ

単位:12枚",E-11.jpg,E-11_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 13,,1,,,3000,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

500,1513,0,0,,,,,スーパーマジックオレンジ　150×250 150ミリ×250ミリ 10枚,1,,,"刷毛,養生,ケレン,スーパーマジックオレンジ,150×250,オレンジ,激安,安い

汚れ落とし,丈夫,こけ落とし汚れ落とし,足付け",,,,,カラー/オレンジ、サイズ/150ミリ×250ミリ、単位/10枚,E-11.jpg,"高耐水性・高耐油性、砂落ち軽減、型崩れしにくく、抜群の作業性で頑固なサビ・塗膜・水あか・コケを落とします。



鮮やかなオレンジ色で薄くらい場所でも視認性抜群です。



カラー:オレンジ

サイズ:150ミリ×250ミリ

単位/10枚",E-11.jpg,E-11_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 14,,1,,,4700,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

501,1514,0,0,,,,,スーパーマジックオレンジ　150×250 150ミリ×250ミリ 10枚,1,,,"刷毛,養生,ケレン,スーパーマジックオレンジ,150×250,オレンジ,激安,安い

汚れ落とし,丈夫,こけ落とし汚れ落とし,足付け",,,,,カラー/オレンジ、サイズ/150ミリ×250ミリ、単位/10枚,E-11.jpg,"高耐水性・高耐油性、砂落ち軽減、型崩れしにくく、抜群の作業性で頑固なサビ・塗膜・水あか・コケを落とします。



鮮やかなオレンジ色で薄くらい場所でも視認性抜群です。



カラー:オレンジ

サイズ:150ミリ×250ミリ

単位/10枚",E-11.jpg,E-11_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 14,,1,,,4700,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

502,1515,0,0,,,,,スーパーマジックオレンジ　150×250 150ミリ×250ミリ 10枚,1,,,"刷毛,養生,ケレン,スーパーマジックオレンジ,150×250,オレンジ,激安,安い

汚れ落とし,丈夫,こけ落とし汚れ落とし,足付け",,,,,カラー/オレンジ、サイズ/150ミリ×250ミリ、単位/10枚,E-11.jpg,"高耐水性・高耐油性、砂落ち軽減、型崩れしにくく、抜群の作業性で頑固なサビ・塗膜・水あか・コケを落とします。



鮮やかなオレンジ色で薄くらい場所でも視認性抜群です。



カラー:オレンジ

サイズ:150ミリ×250ミリ

単位/10枚",E-11.jpg,E-11_l.jpg,,,,,,,,,,,,,,,,,,,,,2,0,1,E - 14,,1,,,4700,,0,,,,,,,,,,,,,,,2,残りわずか,18,ケレン関連商品

503,1516,0,0,,,,,スーパーコークチューブ(アクリル)NB 500g 1本,1,,,"刷毛,養生,シーリング,スーパーコーク,チューブ,アクリル,NB,激安,安い",,,,,カラー/ホワイト、内容量/500g、単位/1本・10本、形式/チューブ,F-1.jpg,"アクリル系、ノンブリードタイプ。使いやすい水性タイプ、乾燥後も柔軟性があり完全乾燥後も水性塗料の上塗りがきれいに仕上がります。



カラー:ホワイト

内容量:500g

単位:1本・10本

形式:チューブ",F-1.jpg,F-1_l.jpg,型式,チューブ,,,,,,,,,,,,,,,,,,,2,0,1,F - 01,,1,,,360,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

504,1517,0,0,,,,,スーパーコークチューブ(アクリル)NB 500g 10本,1,,,"刷毛,養生,シーリング,スーパーコーク,チューブ,アクリル,NB,激安,安い",,,,,カラー/ホワイト、内容量/500g、単位/1本・10本、形式/チューブ,F-1.jpg,"アクリル系、ノンブリードタイプ。使いやすい水性タイプ、乾燥後も柔軟性があり完全乾燥後も水性塗料の上塗りがきれいに仕上がります。



カラー:ホワイト

内容量:500g

単位:1本・10本

形式:チューブ",F-1.jpg,F-1_l.jpg,型式,チューブ,,,,,,,,,,,,,,,,,,,2,0,1,F - 02,,1,,,3150,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

505,1518,0,0,,,,,スーパーコークカート(アクリル)NB 330ml 1本,1,,,"刷毛,養生,シーリング,スーパーコーク,カート,アクリル,NB,激安,安い",,,,,カラー/ホワイト、内容量/330ml、単位/1本、形式/カートリッジ,F-3.jpg,"アクリル系、ノンブリードタイプ。使いやすい水性タイプ、乾燥後も柔軟性があり完全乾燥後も水性塗料の上塗りがきれいに仕上がります。



カラー:ホワイト

内容量:330ml

単位:1本

形式:カートリッジ",F-3.jpg,F-3_l.jpg,型式,カートリッジ,,,,,,,,,,,,,,,,,,,2,0,1,F - 03,,1,,,540,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

506,1519,0,0,,,,,スーパーコークカート(アクリル)NB 330ml 10本,1,,,"刷毛,養生,シーリング,スーパーコーク,カート,アクリル,NB,激安,安い",,,,,カラー/ホワイト、内容量/330ml、単位/1本、形式/カートリッジ,F-3.jpg,"アクリル系、ノンブリードタイプ。使いやすい水性タイプ、乾燥後も柔軟性があり完全乾燥後も水性塗料の上塗りがきれいに仕上がります。



カラー:ホワイト

内容量:330ml

単位:1本

形式:カートリッジ",F-3.jpg,F-3_l.jpg,型式,カートリッジ,,,,,,,,,,,,,,,,,,,2,0,1,F - 04,,1,,,6750,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

507,1520,0,0,,,,,外壁専科チューブ(水性ウレタン) 500g 1本,1,,,"刷毛,養生,シーリング,外壁専科,チューブ,水性ウレタン,激安,安い",,,,,カラー/ホワイト、内容量/500g、単位/1本・10本、形式/チューブ,F-5.jpg,"水性ウレタン。ノンブリードタイプ。アクリル系に比べヤセが少なく目立たない。ゴム弾性に富みブリードの心配もない素材です。



カラー:ホワイト

内容量:500g

単位:1本・10本

形式:チューブ",F-5.jpg,F-5_l.jpg,型式,チューブ,,,,,,,,,,,,,,,,,,,2,0,1,F - 05,,1,,,650,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

508,1521,0,0,,,,,外壁専科チューブ(水性ウレタン) 500g 10本,1,,,"刷毛,養生,シーリング,外壁専科,チューブ,水性ウレタン,激安,安い",,,,,カラー/ホワイト、内容量/500g、単位/1本・10本、形式/チューブ,F-5.jpg,"水性ウレタン。ノンブリードタイプ。アクリル系に比べヤセが少なく目立たない。ゴム弾性に富みブリードの心配もない素材です。



カラー:ホワイト

内容量:500g

単位:1本・10本

形式:チューブ",F-5.jpg,F-5_l.jpg,型式,チューブ,,,,,,,,,,,,,,,,,,,2,0,1,F - 06,,1,,,5500,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

509,1522,0,0,,,,,外壁専科カート(水性ウレタン) 330ml 1本,1,,,"刷毛,養生,シーリング,外壁専科,カート,水性ウレタン,激安,安い",,,,,カラー/ホワイト、内容量/330ml、単位/1本・10本、形式/カートリッジ,F-7.jpg,"水性ウレタン。ノンブリードタイプ。アクリル系に比べヤセが少なく目立たない。ゴム弾性に富みブリードの心配もない素材です。



カラー:ホワイト

内容量:330ml

単位:1本・10本

形式:カートリッジ",F-7.jpg,F-7_l.jpg,型式,カートリッジ,,,,,,,,,,,,,,,,,,,2,0,1,F - 07,,1,,,700,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

510,1523,0,0,,,,,外壁専科カート(水性ウレタン) 330ml 10本,1,,,"刷毛,養生,シーリング,外壁専科,カート,水性ウレタン,激安,安い",,,,,カラー/ホワイト、内容量/330ml、単位/1本・10本、形式/カートリッジ,F-7.jpg,"水性ウレタン。ノンブリードタイプ。アクリル系に比べヤセが少なく目立たない。ゴム弾性に富みブリードの心配もない素材です。



カラー:ホワイト

内容量:330ml

単位:1本・10本

形式:カートリッジ",F-7.jpg,F-7_l.jpg,型式,カートリッジ,,,,,,,,,,,,,,,,,,,2,0,1,F - 08,,1,,,5600,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

511,1524,0,0,,,,,コニシボンドコークNBチューブ 500g 1本,1,,,",シーリング,コニシ,ボンド,コーク,コニシボンドコーク,NB,チューブ,激安,安い,アクリル系,肉ヤセしない,下地処理",,,,,カラー/ホワイト、内容量/500g、単位/1本・10本、形式/チューブ,,"ALC板の目地・モルタル等のひび割れ補修、ノンブリードタイプで、ベタツキ無し。



カラー:ホワイト

内容量:500g

単位:1本・10本

形式:チューブ",,,,,,,,,,,,,,,,,,,,,,,2,0,1,F - 09,,1,,,700,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

512,1525,0,0,,,,,コニシボンドコークNBチューブ 500g 10本,1,,,",シーリング,コニシ,ボンド,コーク,コニシボンドコーク,NB,チューブ,激安,安い,アクリル系,肉ヤセしない,下地処理",,,,,カラー/ホワイト、内容量/500g、単位/1本・10本、形式/チューブ,,"ALC板の目地・モルタル等のひび割れ補修、ノンブリードタイプで、ベタツキ無し。



カラー:ホワイト

内容量:500g

単位:1本・10本

形式:チューブ",,,,,,,,,,,,,,,,,,,,,,,2,0,1,F - 10,,1,,,6000,,0,,,,,,,,,,,,,,,2,残りわずか,14,シーリング関連商品

513,1526,0,0,,,,,タスペーサー02(500個)黒  500個,1,,,"刷毛,養生,シーリング,タスペンサー,02,黒,激安,安い",,,,,カラー/黒、単位/500個,F-9.jpg,"平板スレート屋根再塗装時の必需品、緑切り作業に使用します。重なり部の隙間を確保して排水性をよくします。従来の工法での作業時間を大幅短縮できます。



カラー:黒

